Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID,Domain
John B.; Banerjee A.; Raiturkar P.; Jain E.,"John, Brendan (57205639875); Banerjee, Arunava (58829249000); Raiturkar, Pallavi (57193240475); Jain, Eakta (36715118000)",57205639875; 58829249000; 57193240475; 36715118000,An evaluation of pupillary light response models for 2D screens and VR HMDs,2018,"Proceedings of the ACM Symposium on Virtual Reality Software and Technology, VRST",,,3281538,,,,23,10.1145/3281505.3281538,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060940034&doi=10.1145%2f3281505.3281538&partnerID=40&md5=0f13eb73d5d1bb2a7acafcb88eea3bb3,"Pupil diameter changes have been shown to be indicative of user engagement and cognitive load for various tasks and environments. However, it is still not the preferred physiological measure for applied settings. This reluctance to leverage the pupil as an index of user engagement stems from the problem that in scenarios where scene brightness cannot be controlled, the pupil light response confounds the cognitive-emotional response. What if we could predict the light response of an individual’s pupil, thus creating the opportunity to factor it out of the measurement? In this work, we lay the groundwork for this research by evaluating three models of pupillary light response in 2D, and in a virtual reality (VR) environment. Our results show that either a linear or an exponential model can be fit to an individual participant with an easy-to-use calibration procedure. This work opens several new research directions in VR relating to performance analysis and inspires the use of eye tracking beyond gaze as a pointer and foveated rendering. © 2018 Association for Computing Machinery.",Eyetracking; Light response; Pupil dilation; Videos; Virtual reality,Virtual reality; Calibration procedure; Emotional response; Exponential models; Light response; Performance analysis; Physiological measures; Pupil dilation; Videos; Eye tracking,Conference paper,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85060940034,Movies / Media
Drewes H.; Khamis M.; Alt F.,"Drewes, Heiko (23392062600); Khamis, Mohamed (35243028400); Alt, Florian (27267528900)",23392062600; 35243028400; 27267528900,Smooth pursuit target speeds and trajectories,2018,ACM International Conference Proceeding Series,,,,139,146,7.0,18,10.1145/3282894.3282913,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059976647&doi=10.1145%2f3282894.3282913&partnerID=40&md5=66b4ef192f25d96411e6b4c660747dd8,"In this paper we present an investigation of how the speed and trajectory of smooth pursuits targets impact on detection rates in gaze interfaces. Previous work optimized these values for the specific application for which smooth pursuit eye movements were employed. However, this may not always be possible. For example UI designers may want to minimize distraction caused by the stimulus, integrate it with a certain UI element (e.g., a button), or limit it to a certain area of the screen. In these cases an in-depth understanding of the interplay between speed, trajectory, and accuracy is required. To achieve this, we conducted a user study with 15 participants who had to follow targets with different speeds and on different trajectories using their gaze. We evaluated the data with respect to detectability. As a result, we obtained reasonable ranges for target speeds and demonstrate the effects of trajectory shapes. We show that slow moving targets are hard to detect by correlation and that introducing a delay improves the detection rate for fast moving targets. Our research is complemented by design rules which enable designers to implement better pursuit detectors and pursuit-based user interfaces. © 2018 Association for Computing Machinery. All Rights Reserved.",Eye tracking; Pursuit detection; Smooth pursuits; Trajectories,Eye movements; Eye tracking; Speed; User interfaces; Detection rates; Different speed; Gaze interfaces; In-depth understanding; Slow-moving targets; Smooth pursuit; Smooth pursuit eye movement; Trajectory shapes; Trajectories,Conference paper,Final,,Scopus,2-s2.0-85059976647,Movies / Media
Eisenberg M.L.; Zacks J.M.; Flores S.,"Eisenberg, Michelle L. (54400888500); Zacks, Jeffrey M. (7003373705); Flores, Shaney (55533424300)",54400888500; 7003373705; 55533424300,Dynamic prediction during perception of everyday events,2018,Cognitive Research: Principles and Implications,3,1,53,,,,31,10.1186/s41235-018-0146-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064093340&doi=10.1186%2fs41235-018-0146-z&partnerID=40&md5=3fa9e2b085a5c6a1422ad4f7cda4c83a,"The ability to predict what is going to happen in the near future is integral for daily functioning. Previous research suggests that predictability varies over time, with increases in prediction error at those moments that people perceive as boundaries between meaningful events. These moments also tend to be points of rapid change in the environment. Eye tracking provides a method for noninterruptive measurement of prediction as participants watch a movie of an actor performing a series of actions. In two studies, we used eye tracking to study the time course of prediction around event boundaries. In both studies, viewers looked at objects that were about to be touched by the actor shortly before the objects were contacted, demonstrating predictive looking. However, this behavior was modulated by event boundaries: looks to to-be-contacted objects near event boundaries were less likely to be early and more likely to be late compared to looks to objects contacted within events. This result is consistent with theories proposing that event segmentation results from transient increases in prediction error. © 2018, The Author(s).",Event cognition; Eye tracking; Prediction,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85064093340,Movies / Media
Sibanda W.; Zhang Z.,"Sibanda, Wilbert (6506746895); Zhang, Zhongheng (36761802400)",6506746895; 36761802400,Application of eye-tracking technology to predict concentration on HIV campaigns among students in South Africa,2018,"Proceedings of the 2018 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining, ASONAM 2018",,,8508415,988,994,6.0,1,10.1109/ASONAM.2018.8508415,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057340492&doi=10.1109%2fASONAM.2018.8508415&partnerID=40&md5=41b0cd0a8c96c636054f468945b8ff89,"The aim of the study was to use eye-tracking data to predict students' concentration on both combined 'photo and text' and 'text only' HIV campaign messages. Eye-tracking was used to measure attention allocation processes to HIV campaigns. Each study participant completed a post-eye-tracking questionnaire to determine the recall of HIV messages and the relationship between eye-tracking measures with cognitive processing of HIV messages. In total, 60 students were randomly selected from Westville and Howard campuses of the University of KwaZulu-Natal, Durban, South Africa. A multivariate analysis of variance (MANOVA) test used to determine relationship between participants' ages, sex and educational level with gaze parameters, indicated that age had a statistically significant effect on measures of search and processing. Using Tukey's pair-wise post-hoc test, age was found to significantly affect the average saccade length and fixation/saccade ratio. The higher fixation/saccade ratio for male students, meant that males had more processing and less search activity than females. Mean fixation attention heat-maps, showed that younger students at high school, paid attention to only combined 'photo and text' messages, while university students, in addition to fixating on combined 'photo and text' messages, also paid significant attention to 'text only' messages. © 2018 IEEE.",Eye-tracking; Fixations; HIV; Saccades,"Eye movements; Multivariant analysis; Students; Allocation process; Cognitive processing; Durban , South Africa; Educational levels; Eye tracking technologies; Fixations; Multivariate analysis of variances; University students; Eye tracking",Conference paper,Final,,Scopus,2-s2.0-85057340492,Movies / Media
Knöll J.; Pillow J.W.; Huk A.C.,"Knöll, Jonas (23466784900); Pillow, Jonathan W. (7003670493); Huk, Alexander C. (6603186426)",23466784900; 7003670493; 6603186426,"Lawful tracking of visual motion in humans, macaques, and marmosets in a naturalistic, continuous, and untrained behavioral context",2018,Proceedings of the National Academy of Sciences of the United States of America,115,44,,E10486,E10494,8.0,21,10.1073/pnas.1807192115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055668009&doi=10.1073%2fpnas.1807192115&partnerID=40&md5=c842cd691e35efff4850804cc8fd21d4,"Much study of the visual system has focused on how humans and monkeys integrate moving stimuli over space and time. Such assessments of spatiotemporal integration provide fundamental grounding for the interpretation of neurophysiological data, as well as how the resulting neural signals support perceptual decisions and behavior. However, the insights supported by classical characterizations of integration performed in humans and rhesus monkeys are potentially limited with respect to both generality and detail: Standard tasks require extensive amounts of training, involve abstract stimulus-response mappings, and depend on combining data across many trials and/or sessions. It is thus of concern that the integration observed in classical tasks involves the recruitment of brain circuits that might not normally subsume natural behaviors, and that quantitative analyses have limited power for characterizing single-trial or single-session processes. Here we bridge these gaps by showing that three primate species (humans, macaques, and marmosets) track the focus of expansion of an optic flow field continuously and without substantial training. This flow-tracking behavior was volitional and reflected substantial temporal integration. Most strikingly, gaze patterns exhibited lawful and nuanced dependencies on random perturbations in the stimulus, such that repetitions of identical flow movies elicited remarkably similar eye movements over long and continuous time periods. These results demonstrate the generality of spatiotemporal integration in natural vision, and offer a means for studying integration outside of artificial tasks while maintaining lawful and highly reliable behavior. © 2018 National Academy of Sciences. All rights reserved.",Eye tracking; Motion; Optic flow,Animals; Callithrix; Eye Movements; Humans; Macaca mulatta; Male; Motion Perception; Photic Stimulation; Young Adult; adult; animal behavior; animal experiment; Article; behavior; Callitrichinae; cognition; evidence based medicine; eye movement; eye tracking; gaze; human; Macaca; male; nonhuman; normal human; optic flow; priority journal; quantitative analysis; spatiotemporal analysis; vision; visual stimulation; young adult; animal; Callithrix; eye movement; movement perception; photostimulation; physiology; procedures; rhesus monkey,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85055668009,Movies / Media
Al-Moteri M.O.; Symmons M.; Cooper S.; Plummer V.,"Al-Moteri, Modi Owied (57191263572); Symmons, Mark (6603473749); Cooper, Simon (35433320600); Plummer, Virginia (6602481484)",57191263572; 6603473749; 35433320600; 6602481484,Inattentional blindness and pattern-matching failure: The case of failure to recognize clinical cues,2018,Applied Ergonomics,73,,,174,182,8.0,19,10.1016/j.apergo.2018.07.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051387676&doi=10.1016%2fj.apergo.2018.07.001&partnerID=40&md5=84428b6a1e52cf0a06ba1ad58dae894f,"Eye-tracking methodology was used to investigate lapses in the appropriate treatment of ward patients due to not noticing critical cues of deterioration. Forty nursing participants with different levels of experience participated in an interactive screen-based simulation of hypovolemic shock. The results show that 65% of the participants exhibited at least one episode of non-fixation on clinically relevant, fully visible cues that were in plain sight. Thirty-five percent of participants dwelt for sufficient time (>200 ms) on important cues for perception to take place, but no action followed, indicating they had pattern-matching failure. When participants fail to notice what, they should notice in patient status until it is too late, this can have serious consequences. Much work needs to be done, since these human perceptual limitations can affect patient safety in general wards. © 2018 Elsevier Ltd",Attention; Eye tracking; Inattentional blindness; Notice; Nursing; Patient safety; Pattern matching,"Adult; Attention; Awareness; Comprehension; Computer Simulation; Cues; Eye Movements; Female; Humans; Male; Middle Aged; Nursing Staff, Hospital; Perception; Shock; Young Adult; Eye protection; Nursing; Patient treatment; Pattern matching; Attention; Hypovolemic shock; Inattentional blindness; Notice; Patient safety; adult; Article; controlled study; eye tracking; female; human; hypovolemic shock; inattentional blindness; male; nurse; patient safety; pattern matching; pilot study; simulation; vision; association; attention; awareness; comprehension; computer simulation; eye movement; middle aged; nursing staff; perception; psychology; shock; young adult; Eye tracking",Article,Final,,Scopus,2-s2.0-85051387676,Movies / Media
Szajerman D.; Napieralski P.; Lecointe J.-P.,"Szajerman, Dominik (23398275300); Napieralski, Piotr (24481496100); Lecointe, Jean-Philippe (6507300413)",23398275300; 24481496100; 6507300413,Joint analysis of simultaneous EEG and eye tracking data for video images,2018,COMPEL - The International Journal for Computation and Mathematics in Electrical and Electronic Engineering,37,5,,1870,1884,14.0,9,10.1108/COMPEL-07-2018-0281,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054374050&doi=10.1108%2fCOMPEL-07-2018-0281&partnerID=40&md5=348bde762bc1b2f8365ffbb3d86815b6,"Purpose: Technological innovation has made it possible to review how a film cues particular reactions on the part of the viewers. The purpose of this paper is to capture and interpret visual perception and attention by the simultaneous use of eye tracking and electroencephalography (EEG) technologies. Design/methodology/approach: The authors have developed a method for joint analysis of EEG and eye tracking. To achieve this goal, an algorithm was implemented to capture and interpret visual perception and attention by the simultaneous use of eye tracking and EEG technologies. All parameters have been measured as a function of the relationship between the tested signals, which, in turn, allowed for a more accurate validation of hypotheses by appropriately selected calculations. Findings: The results of this study revealed a coherence between EEG and eye tracking that are of particular relevance for human perception. Practical implications: This paper endeavors both to capture and interpret visual perception and attention by the simultaneous use of eye tracking and EEG technologies. Eye tracking provides a powerful real-time measure of viewer region of interest. EEG technologies provides data regarding the viewer’s emotional states while watching the movie. Originality/value: The approach in this paper is distinct from similar studies because it takes into account the integration of the eye tracking and EEG technologies. This paper provides a method for determining a fully functional video introspection system. © 2018, Emerald Publishing Limited.",Applied electromagnetism; Condition monitoring; Control systems; Numerical analysis; Optimal design; Sensors,Condition monitoring; Control system analysis; Control systems; Electroencephalography; Electrophysiology; Image segmentation; Man machine systems; Numerical analysis; Sensors; Vision; Design/methodology/approach; Human perception; Optimal design; Real time measure; Region of interest; Simultaneous use; Technological innovation; Visual perception; Eye tracking,Article,Final,,Scopus,2-s2.0-85054374050,Movies / Media
Celine G.; Cho V.; Kogan A.; Anthonappa R.; King N.,"Celine, Gregory (57199166556); Cho, Vanessa (57203388334); Kogan, Alexandr (57203400513); Anthonappa, Robert (16241017100); King, Nigel (55454268600)",57199166556; 57203388334; 57203400513; 16241017100; 55454268600,Eye-tracking in dentistry: What do children notice in the dentist?,2018,Journal of Dentistry,78,,,72,75,3.0,12,10.1016/j.jdent.2018.08.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051495596&doi=10.1016%2fj.jdent.2018.08.006&partnerID=40&md5=20ad779bf2517aad6d92411b1dd96fd5,"Objectives: To determine, using eye-tracking technology, what children notice the most when they look at the dentist. Methods: A total of 41 children viewed 10 images of dentists of different genders and ethnicities, and wearing different attires, on a computer screen. Due to calibration issues with the eye tracking equipment, data from one child was excluded thus resulting in a final sample of 40 children (21 females; 19 males). Participants were aged 4–12 years. A Tobii X2-60 eye-tracking camera was used, which follows the location of participants’ gaze as they look at images on a screen. Areas of interest (AOI's) were pre-defined on each image (e.g. eyes, mouth, shirt). Other images were displayed between dentist images with no consecutive dentist images displayed. Number of participants to fixate and mean length of fixation for each AOI were measured. Results: Visual assessment illustrated that the dentist's face had the highest concentration of fixations, followed by attire. The circum-oral area has significantly more fixations than the eyes. The number of fixations and the mean length of fixation were both longer for the face than for the attire, and for the circum-oral area compared to the eyes. Distractors such as pens and ties exhibited more and longer fixations compared to images without distractors. Conclusions: Children fixated most on the dentist's face particularly the circum-oral area, followed by attire. Distractors were able to draw the children's gaze. Importantly, eye-tracking was an effective tool in assessing where children look on dentists’ images. Clinical significance: This research will provide an understanding of where children focus when they look at a dentist. This has not previously been known and will allow dentists to modify how they present themselves and interact with child patients. © 2018 Elsevier Ltd",Attire; Children; Dentist; Eye-tracking,"Attention; Child; Child, Preschool; Dentists; Eye Movements; Face; Female; Fixation, Ocular; Humans; Male; Mouth; Visual Perception; article; calibration; child; clinical article; clinical assessment; dentist; dentistry; ethnicity; eye tracking; female; gaze; gender; human; human tissue; male; mouth; preschool child; attention; eye fixation; eye movement; face; physiology; vision",Article,Final,,Scopus,2-s2.0-85051495596,Movies / Media
Kirkorian H.L.; Anderson D.R.,"Kirkorian, Heather L. (6505817429); Anderson, Daniel R. (9742427200)",6505817429; 9742427200,Effect of sequential video shot comprehensibility on attentional synchrony: A comparison of children and adults,2018,Proceedings of the National Academy of Sciences of the United States of America,115,40,,9867,9874,7.0,18,10.1073/pnas.1611606114,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054406754&doi=10.1073%2fpnas.1611606114&partnerID=40&md5=a3b93c4786ffba387b3d2380b0937990,"To comprehend edited video, viewers must infer the meaning conveyed by successive video shots (i.e., continuous video segments separated by edit points, such as camera cuts). The central question here was whether comprehension-related top-down cognitive processes drive eye movements during sequential processing of video montage. Eye movements were recorded as 4 year olds and adults (n = 62) watched a video with the same constituent shots in either normal or random sequence. The key analyses compared eye movements to constituent shots when presented in normal order with those to the same shots presented in random order. The dependent variable was attentional synchrony or the extent to which viewers looked at the same location at the same time, indicating commonality of processing the video. This was calculated as the bivariate contour ellipse area within which points of gaze fell during each video frame. Results indicated that children were more scattered in their gaze locations than adults. Viewers became more similar to each other as normal vignettes unfolded over time; this was especially true in adults and possibly reflects a growing and shared understanding of the content. Conversely, adult attentional synchrony was reduced when watching random shot sequences. Thus, attentional synchrony during normal video viewing is driven not only by salient visual features, such as movement and areas of high contrast, but also, by the unfolding sequential comprehension of video montage, especially in adults. Differences between children and adults indicate that this top-down control of eye movements while watching video changes systematically over development. © 2018 National Academy of Sciences. All Rights Reserved.",Cognition; Development; Eye movements; Sequential comprehension; Television,"Adult; Attention; Child, Preschool; Comprehension; Female; Fixation, Ocular; Humans; Male; Multimedia; age; age difference; Article; attention; attentional synchrony; bivariate contour ellipse area; cognition; comprehension; eye movement; hierarchical linear model; human; mathematical analysis; priority journal; random sequence; randomization; sequential video shot; videorecording; vision; watching random; adult; attention; clinical trial; comparative study; comprehension; eye fixation; female; male; multimedia; physiology; preschool child",Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85054406754,Movies / Media
Dogan K.M.; Suzuki H.; Gunpinar E.,"Dogan, Kemal Mert (57196346133); Suzuki, Hiromasa (59983213300); Gunpinar, Erkan (18433861100)",57196346133; 59983213300; 18433861100,Eye tracking for screening design parameters in adjective-based design of yacht hull,2018,Ocean Engineering,166,,,262,277,15.0,19,10.1016/j.oceaneng.2018.08.026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051802736&doi=10.1016%2fj.oceaneng.2018.08.026&partnerID=40&md5=801dc2ef72725cba03c08e2bc22c7a2d,"Adjective-based design is a method that translates human perception into design parameters quantitatively in order to achieve better understanding between designers and clients. In this approach, adjectives are used to describe product designs, which are generated via design parameters in terms of geometry. As a requirement of the concept, relations between hull adjectives (e.g., comfortable and aesthetic) and design parameters (e.g., length and width) are learned via a machine-learning algorithm. Nevertheless, the relations cannot be represented by some of the design parameters, although they are in the learning process. This issue shows that the parameters do not impact the adjective choices but add noises to the learning process. Therefore, in this study, visual evaluations are made using eye tracking technology for screening the parameters based on their attractiveness and establishing relations between the attractive ones and the adjectives to enhance quality of the relation representations. Eye tracking is used in perceptual research, which proves the existence of correlations between gaze data and human preferences. The main advantage of eye tracking is that reliable human perception data can more likely be collected compared to the user tests, since the evaluation is based on subjects’ attention rather than applying solely questionnaires that are limited by the question content. In light of the benefits and finding, an eye tracking device is used to collect gaze data, and then, eye tracking tools such as Area of Interest (AOI), scan path, and heat map are used to evaluate attractiveness of the design parameters. Finally, regression analysis is used to represent relations between gaze data of design parameters and the adjectives. © 2018 Elsevier Ltd",Adjective-based design; Eye tracking; Generalized linear model (GLM); Human factor in design; Industrial design; Parametric design,Eye tracking; Learning algorithms; Machine learning; Parameter estimation; Quality control; Regression analysis; Surveys; Adjective-based design; Design parameters; Eye-tracking; Generalized linear model; Human factor in design; Human perception; Learning process; Parametric design; Screening design; algorithm; design; hull; machine learning; regression analysis; Product design,Article,Final,,Scopus,2-s2.0-85051802736,Movies / Media
Kaakinen J.K.; Ballenghein U.; Tissier G.; Baccino T.,"Kaakinen, Johanna K. (55917360500); Ballenghein, Ugo (57200412292); Tissier, Geoffrey (56027572700); Baccino, Thierry (6506451570)",55917360500; 57200412292; 56027572700; 6506451570,Fluctuation in cognitive engagement during reading: Evidence From Concurrent Recordings of Postural and Eye Movements,2018,Journal of Experimental Psychology: Learning Memory and Cognition,44,10,,1671,1677,6.0,25,10.1037/xlm0000539,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041193759&doi=10.1037%2fxlm0000539&partnerID=40&md5=03d3228f674ea079c8750cd45ccf3c7a,"The present study utilized a novel methodological combination of eye tracking and postural movement recordings to study task-induced changes in cognitive engagement during expository text reading. Thirty-three participants read an expository text with a specific task in mind while their eye and postural movements were concurrently recorded, and after reading recalled the text from memory. The results showed that readers spent longer total fixation time and had better memory for task-relevant than irrelevant text information. During the course of reading, head-to-screen distance and the speed of head motion decreased more for relevant than irrelevant text segments. The results support the dynamic engagement hypothesis: there is task-induced fluctuation in cognitive engagement during reading. Moreover, the results suggest two types of engagement processes: transient and sustained engagement. The former refers to fast, momentary changes, whereas the latter refers to slower changes in the level of engagement observed across the reading task. The novel combination of eye and postural movement recordings proved to be useful in studying how readers embody the cognitive task demands during reading. © 2018 American Psychological Association.",Cognitive engagement; Eye movements; Postural movements; Reading,"Adult; Attention; Cognition; Eye Movements; Female; Head Movements; Humans; Male; Memory; Pattern Recognition, Visual; Posture; Reading; adult; attention; body position; cognition; eye movement; female; head movement; human; male; memory; pattern recognition; reading",Article,Final,,Scopus,2-s2.0-85041193759,Movies / Media
